sentence,word,label
"Aaj ka sara kaam complete ho gaya, finally I can relax","gaya,",URD
"Aaj ka sara kaam complete ho gaya, finally I can relax",finally,URD
"Aaj ka sara kaam complete ho gaya, finally I can relax",I,ENG
"Aaj ka sara kaam complete ho gaya, finally I can relax",can,ENG
"Aaj ka sara kaam complete ho gaya, finally I can relax",relax,URD
Yaar mujhe ye topic bilkul samajh nahi aa raha,Yaar,URD
Yaar mujhe ye topic bilkul samajh nahi aa raha,mujhe,URD
Yaar mujhe ye topic bilkul samajh nahi aa raha,ye,URD
Yaar mujhe ye topic bilkul samajh nahi aa raha,topic,URD
Yaar mujhe ye topic bilkul samajh nahi aa raha,bilkul,URD
Yaar mujhe ye topic bilkul samajh nahi aa raha,samajh,URD
Yaar mujhe ye topic bilkul samajh nahi aa raha,nahi,URD
Yaar mujhe ye topic bilkul samajh nahi aa raha,aa,URD
Yaar mujhe ye topic bilkul samajh nahi aa raha,raha,URD
"Tum notes share kar dena, I'll study them tonight",Tum,URD
"Tum notes share kar dena, I'll study them tonight",notes,URD
"Tum notes share kar dena, I'll study them tonight",share,URD
"Tum notes share kar dena, I'll study them tonight",kar,URD
"Tum notes share kar dena, I'll study them tonight","dena,",URD
"Tum notes share kar dena, I'll study them tonight",I'll,ENG
"Tum notes share kar dena, I'll study them tonight",study,ENG
"Tum notes share kar dena, I'll study them tonight",them,URD
"Tum notes share kar dena, I'll study them tonight",tonight,URD
"Mera assignment submit ho gaya, thank God",Mera,URD
"Mera assignment submit ho gaya, thank God",assignment,ENG
"Mera assignment submit ho gaya, thank God",submit,URD
"Mera assignment submit ho gaya, thank God",ho,URD
"Mera assignment submit ho gaya, thank God","gaya,",URD
"Mera assignment submit ho gaya, thank God",thank,ENG
"Mera assignment submit ho gaya, thank God",God,ENG
"Bhai abhi busy hoon, I'll call you after dinner",Bhai,URD
"Bhai abhi busy hoon, I'll call you after dinner",abhi,URD
"Bhai abhi busy hoon, I'll call you after dinner",busy,ENG
"Bhai abhi busy hoon, I'll call you after dinner","hoon,",URD
"Bhai abhi busy hoon, I'll call you after dinner",I'll,ENG
"Bhai abhi busy hoon, I'll call you after dinner",call,ENG
"Bhai abhi busy hoon, I'll call you after dinner",you,ENG
"Bhai abhi busy hoon, I'll call you after dinner",after,ENG
"Bhai abhi busy hoon, I'll call you after dinner",dinner,ENG
Mujhe nahi lagta this plan is going to work,Mujhe,URD
Mujhe nahi lagta this plan is going to work,nahi,URD
Mujhe nahi lagta this plan is going to work,lagta,URD
Mujhe nahi lagta this plan is going to work,this,ENG
Mujhe nahi lagta this plan is going to work,plan,ENG
Mujhe nahi lagta this plan is going to work,is,ENG
Mujhe nahi lagta this plan is going to work,going,ENG
Mujhe nahi lagta this plan is going to work,to,ENG
Mujhe nahi lagta this plan is going to work,work,ENG
"Yaar kal bohot important meeting hai, I'm kinda nervous",Yaar,URD
"Yaar kal bohot important meeting hai, I'm kinda nervous",kal,URD
"Yaar kal bohot important meeting hai, I'm kinda nervous",bohot,URD
"Yaar kal bohot important meeting hai, I'm kinda nervous",important,ENG
"Yaar kal bohot important meeting hai, I'm kinda nervous",meeting,ENG
"Yaar kal bohot important meeting hai, I'm kinda nervous","hai,",URD
"Yaar kal bohot important meeting hai, I'm kinda nervous",I'm,ENG
"Yaar kal bohot important meeting hai, I'm kinda nervous",kinda,ENG
"Yaar kal bohot important meeting hai, I'm kinda nervous",nervous,URD
"Main thodi der mein aa jaungi, just wait for me",Main,URD
"Main thodi der mein aa jaungi, just wait for me",thodi,URD
"Main thodi der mein aa jaungi, just wait for me",der,URD
"Main thodi der mein aa jaungi, just wait for me",mein,URD
"Main thodi der mein aa jaungi, just wait for me",aa,URD
"Main thodi der mein aa jaungi, just wait for me","jaungi,",URD
"Main thodi der mein aa jaungi, just wait for me",just,ENG
"Main thodi der mein aa jaungi, just wait for me",wait,ENG
"Main thodi der mein aa jaungi, just wait for me",for,ENG
"Main thodi der mein aa jaungi, just wait for me",me,ENG
Usne kaha tha ke he'll help me with the project,Usne,URD
Usne kaha tha ke he'll help me with the project,kaha,URD
Usne kaha tha ke he'll help me with the project,tha,URD
Usne kaha tha ke he'll help me with the project,ke,URD
Usne kaha tha ke he'll help me with the project,he'll,URD
Usne kaha tha ke he'll help me with the project,help,ENG
Usne kaha tha ke he'll help me with the project,me,ENG
Usne kaha tha ke he'll help me with the project,with,ENG
Usne kaha tha ke he'll help me with the project,the,ENG
Usne kaha tha ke he'll help me with the project,project,ENG
Bhai ye movie actually kaafi good thi,Bhai,URD
Bhai ye movie actually kaafi good thi,ye,URD
Bhai ye movie actually kaafi good thi,movie,ENG
Bhai ye movie actually kaafi good thi,actually,ENG
Bhai ye movie actually kaafi good thi,kaafi,URD
Bhai ye movie actually kaafi good thi,good,ENG
Bhai ye movie actually kaafi good thi,thi,URD
Mujhe ghar pohanch ke tumhe update karna hai,Mujhe,URD
Mujhe ghar pohanch ke tumhe update karna hai,ghar,URD
Mujhe ghar pohanch ke tumhe update karna hai,pohanch,URD
Mujhe ghar pohanch ke tumhe update karna hai,ke,URD
Mujhe ghar pohanch ke tumhe update karna hai,tumhe,URD
Mujhe ghar pohanch ke tumhe update karna hai,update,URD
Mujhe ghar pohanch ke tumhe update karna hai,karna,URD
Mujhe ghar pohanch ke tumhe update karna hai,hai,URD
Aaj itna kaam tha ke I didn't even get time for lunch,Aaj,URD
Aaj itna kaam tha ke I didn't even get time for lunch,itna,URD
Aaj itna kaam tha ke I didn't even get time for lunch,kaam,URD
Aaj itna kaam tha ke I didn't even get time for lunch,tha,URD
Aaj itna kaam tha ke I didn't even get time for lunch,ke,URD
Aaj itna kaam tha ke I didn't even get time for lunch,I,ENG
Aaj itna kaam tha ke I didn't even get time for lunch,didn't,ENG
Aaj itna kaam tha ke I didn't even get time for lunch,even,URD
Aaj itna kaam tha ke I didn't even get time for lunch,get,ENG
Aaj itna kaam tha ke I didn't even get time for lunch,time,ENG
Aaj itna kaam tha ke I didn't even get time for lunch,for,ENG
Aaj itna kaam tha ke I didn't even get time for lunch,lunch,ENG
Yaar please mujhe ye concept explain kar do,Yaar,URD
Yaar please mujhe ye concept explain kar do,please,URD
Yaar please mujhe ye concept explain kar do,mujhe,URD
Yaar please mujhe ye concept explain kar do,ye,URD
Yaar please mujhe ye concept explain kar do,concept,URD
Yaar please mujhe ye concept explain kar do,explain,URD
Yaar please mujhe ye concept explain kar do,kar,URD
Yaar please mujhe ye concept explain kar do,do,ENG
"Main abhi library mein hoon, can't talk loudly",Main,URD
"Main abhi library mein hoon, can't talk loudly",abhi,URD
"Main abhi library mein hoon, can't talk loudly",library,URD
"Main abhi library mein hoon, can't talk loudly",mein,URD
"Main abhi library mein hoon, can't talk loudly","hoon,",URD
"Main abhi library mein hoon, can't talk loudly",can't,ENG
"Main abhi library mein hoon, can't talk loudly",talk,ENG
"Main abhi library mein hoon, can't talk loudly",loudly,URD
Bhai tumne registration complete kar li for the course,Bhai,URD
Bhai tumne registration complete kar li for the course,tumne,URD
Bhai tumne registration complete kar li for the course,registration,URD
Bhai tumne registration complete kar li for the course,complete,ENG
Bhai tumne registration complete kar li for the course,kar,URD
Bhai tumne registration complete kar li for the course,li,URD
Bhai tumne registration complete kar li for the course,for,ENG
Bhai tumne registration complete kar li for the course,the,ENG
Bhai tumne registration complete kar li for the course,course,ENG
Mujhe lag raha hai mera laptop needs an update,Mujhe,URD
Mujhe lag raha hai mera laptop needs an update,lag,URD
Mujhe lag raha hai mera laptop needs an update,raha,URD
Mujhe lag raha hai mera laptop needs an update,hai,URD
Mujhe lag raha hai mera laptop needs an update,mera,URD
Mujhe lag raha hai mera laptop needs an update,laptop,ENG
Mujhe lag raha hai mera laptop needs an update,needs,URD
Mujhe lag raha hai mera laptop needs an update,an,ENG
Mujhe lag raha hai mera laptop needs an update,update,URD
"Kal se properly parhai start karungi, no excuses",Kal,URD
"Kal se properly parhai start karungi, no excuses",se,URD
"Kal se properly parhai start karungi, no excuses",properly,URD
"Kal se properly parhai start karungi, no excuses",parhai,URD
"Kal se properly parhai start karungi, no excuses",start,ENG
"Kal se properly parhai start karungi, no excuses","karungi,",URD
"Kal se properly parhai start karungi, no excuses",no,URD
"Kal se properly parhai start karungi, no excuses",excuses,URD
Yaar mujhe shopping ke liye jana hai but I'm too lazy,Yaar,URD
Yaar mujhe shopping ke liye jana hai but I'm too lazy,mujhe,URD
Yaar mujhe shopping ke liye jana hai but I'm too lazy,shopping,ENG
Yaar mujhe shopping ke liye jana hai but I'm too lazy,ke,URD
Yaar mujhe shopping ke liye jana hai but I'm too lazy,liye,URD
Yaar mujhe shopping ke liye jana hai but I'm too lazy,jana,URD
Yaar mujhe shopping ke liye jana hai but I'm too lazy,hai,URD
Yaar mujhe shopping ke liye jana hai but I'm too lazy,but,ENG
Yaar mujhe shopping ke liye jana hai but I'm too lazy,I'm,ENG
Yaar mujhe shopping ke liye jana hai but I'm too lazy,too,URD
Yaar mujhe shopping ke liye jana hai but I'm too lazy,lazy,URD
"Tum log enjoy karo, I'll join you later",Tum,URD
"Tum log enjoy karo, I'll join you later",log,URD
"Tum log enjoy karo, I'll join you later",enjoy,URD
"Tum log enjoy karo, I'll join you later","karo,",URD
"Tum log enjoy karo, I'll join you later",I'll,ENG
"Tum log enjoy karo, I'll join you later",join,URD
"Tum log enjoy karo, I'll join you later",you,ENG
"Tum log enjoy karo, I'll join you later",later,ENG
"Bhai ye problem ka solution mil gaya, finally",Bhai,URD
"Bhai ye problem ka solution mil gaya, finally",ye,URD
"Bhai ye problem ka solution mil gaya, finally",problem,ENG
"Bhai ye problem ka solution mil gaya, finally",ka,URD
"Bhai ye problem ka solution mil gaya, finally",solution,ENG
"Bhai ye problem ka solution mil gaya, finally",mil,URD
"Bhai ye problem ka solution mil gaya, finally","gaya,",URD
"Bhai ye problem ka solution mil gaya, finally",finally,URD
Maine socha tha easy hoga but it turned out to be difficult,Maine,URD
Maine socha tha easy hoga but it turned out to be difficult,socha,URD
Maine socha tha easy hoga but it turned out to be difficult,tha,URD
Maine socha tha easy hoga but it turned out to be difficult,easy,ENG
Maine socha tha easy hoga but it turned out to be difficult,hoga,URD
Maine socha tha easy hoga but it turned out to be difficult,but,ENG
Maine socha tha easy hoga but it turned out to be difficult,it,ENG
Maine socha tha easy hoga but it turned out to be difficult,turned,URD
Maine socha tha easy hoga but it turned out to be difficult,out,URD
Maine socha tha easy hoga but it turned out to be difficult,to,ENG
Maine socha tha easy hoga but it turned out to be difficult,be,ENG
Maine socha tha easy hoga but it turned out to be difficult,difficult,ENG
Aaj class mein teacher ne new topic explain kiya,Aaj,URD
Aaj class mein teacher ne new topic explain kiya,class,ENG
Aaj class mein teacher ne new topic explain kiya,mein,URD
Aaj class mein teacher ne new topic explain kiya,teacher,URD
Aaj class mein teacher ne new topic explain kiya,ne,URD
Aaj class mein teacher ne new topic explain kiya,new,URD
Aaj class mein teacher ne new topic explain kiya,topic,URD
Aaj class mein teacher ne new topic explain kiya,explain,URD
Aaj class mein teacher ne new topic explain kiya,kiya,URD
"Yaar mujhe abhi thoda rest chahiye, I'm exhausted",Yaar,URD
"Yaar mujhe abhi thoda rest chahiye, I'm exhausted",mujhe,URD
"Yaar mujhe abhi thoda rest chahiye, I'm exhausted",abhi,URD
"Yaar mujhe abhi thoda rest chahiye, I'm exhausted",thoda,URD
"Yaar mujhe abhi thoda rest chahiye, I'm exhausted",rest,URD
"Yaar mujhe abhi thoda rest chahiye, I'm exhausted","chahiye,",URD
"Yaar mujhe abhi thoda rest chahiye, I'm exhausted",I'm,ENG
"Yaar mujhe abhi thoda rest chahiye, I'm exhausted",exhausted,URD
Main dinner ke baad assignment karungi,Main,URD
Main dinner ke baad assignment karungi,dinner,ENG
Main dinner ke baad assignment karungi,ke,URD
Main dinner ke baad assignment karungi,baad,URD
Main dinner ke baad assignment karungi,assignment,ENG
Main dinner ke baad assignment karungi,karungi,URD
Bhai tumhara internet chal raha hai ya mine is the only one down,Bhai,URD
Bhai tumhara internet chal raha hai ya mine is the only one down,tumhara,URD
Bhai tumhara internet chal raha hai ya mine is the only one down,internet,ENG
Bhai tumhara internet chal raha hai ya mine is the only one down,chal,URD
Bhai tumhara internet chal raha hai ya mine is the only one down,raha,URD
Bhai tumhara internet chal raha hai ya mine is the only one down,hai,URD
Bhai tumhara internet chal raha hai ya mine is the only one down,ya,URD
Bhai tumhara internet chal raha hai ya mine is the only one down,mine,URD
Bhai tumhara internet chal raha hai ya mine is the only one down,is,ENG
Bhai tumhara internet chal raha hai ya mine is the only one down,the,ENG
Bhai tumhara internet chal raha hai ya mine is the only one down,only,ENG
Bhai tumhara internet chal raha hai ya mine is the only one down,one,URD
Bhai tumhara internet chal raha hai ya mine is the only one down,down,URD
"Mujhe ye app use karna nahi aa raha, can you help me",Mujhe,URD
"Mujhe ye app use karna nahi aa raha, can you help me",ye,URD
"Mujhe ye app use karna nahi aa raha, can you help me",app,ENG
"Mujhe ye app use karna nahi aa raha, can you help me",use,ENG
"Mujhe ye app use karna nahi aa raha, can you help me",karna,URD
"Mujhe ye app use karna nahi aa raha, can you help me",nahi,URD
"Mujhe ye app use karna nahi aa raha, can you help me",aa,URD
"Mujhe ye app use karna nahi aa raha, can you help me","raha,",URD
"Mujhe ye app use karna nahi aa raha, can you help me",can,ENG
"Mujhe ye app use karna nahi aa raha, can you help me",you,ENG
"Mujhe ye app use karna nahi aa raha, can you help me",help,ENG
"Mujhe ye app use karna nahi aa raha, can you help me",me,ENG
Yaar aaj ka din surprisingly acha gaya,Yaar,URD
Yaar aaj ka din surprisingly acha gaya,aaj,URD
Yaar aaj ka din surprisingly acha gaya,ka,URD
Yaar aaj ka din surprisingly acha gaya,din,URD
Yaar aaj ka din surprisingly acha gaya,surprisingly,URD
Yaar aaj ka din surprisingly acha gaya,acha,URD
Yaar aaj ka din surprisingly acha gaya,gaya,URD
"Kal hum project discuss karenge, let's see what happens",Kal,URD
"Kal hum project discuss karenge, let's see what happens",hum,URD
"Kal hum project discuss karenge, let's see what happens",project,ENG
"Kal hum project discuss karenge, let's see what happens",discuss,URD
"Kal hum project discuss karenge, let's see what happens","karenge,",URD
"Kal hum project discuss karenge, let's see what happens",let's,URD
"Kal hum project discuss karenge, let's see what happens",see,URD
"Kal hum project discuss karenge, let's see what happens",what,ENG
"Kal hum project discuss karenge, let's see what happens",happens,URD
Maine usko already bata diya tha but he forgot,Maine,URD
Maine usko already bata diya tha but he forgot,usko,URD
Maine usko already bata diya tha but he forgot,already,ENG
Maine usko already bata diya tha but he forgot,bata,URD
Maine usko already bata diya tha but he forgot,diya,URD
Maine usko already bata diya tha but he forgot,tha,URD
Maine usko already bata diya tha but he forgot,but,ENG
Maine usko already bata diya tha but he forgot,he,ENG
Maine usko already bata diya tha but he forgot,forgot,URD
"Bhai meri file save nahi hui, I'm so annoyed",Bhai,URD
"Bhai meri file save nahi hui, I'm so annoyed",meri,URD
"Bhai meri file save nahi hui, I'm so annoyed",file,ENG
"Bhai meri file save nahi hui, I'm so annoyed",save,URD
"Bhai meri file save nahi hui, I'm so annoyed",nahi,URD
"Bhai meri file save nahi hui, I'm so annoyed","hui,",URD
"Bhai meri file save nahi hui, I'm so annoyed",I'm,ENG
"Bhai meri file save nahi hui, I'm so annoyed",so,ENG
"Bhai meri file save nahi hui, I'm so annoyed",annoyed,URD
Mujhe lagta hai ye idea actually work karega,Mujhe,URD
Mujhe lagta hai ye idea actually work karega,lagta,URD
Mujhe lagta hai ye idea actually work karega,hai,URD
Mujhe lagta hai ye idea actually work karega,ye,URD
Mujhe lagta hai ye idea actually work karega,idea,ENG
Mujhe lagta hai ye idea actually work karega,actually,ENG
Mujhe lagta hai ye idea actually work karega,work,ENG
Mujhe lagta hai ye idea actually work karega,karega,URD
Yaar abhi kuch khane ka bohot mood ho raha hai,Yaar,URD
Yaar abhi kuch khane ka bohot mood ho raha hai,abhi,URD
Yaar abhi kuch khane ka bohot mood ho raha hai,kuch,URD
Yaar abhi kuch khane ka bohot mood ho raha hai,khane,URD
Yaar abhi kuch khane ka bohot mood ho raha hai,ka,URD
Yaar abhi kuch khane ka bohot mood ho raha hai,bohot,URD
Yaar abhi kuch khane ka bohot mood ho raha hai,mood,URD
Yaar abhi kuch khane ka bohot mood ho raha hai,ho,URD
Yaar abhi kuch khane ka bohot mood ho raha hai,raha,URD
Yaar abhi kuch khane ka bohot mood ho raha hai,hai,URD
Tum mujhe bata dena when you reach home,Tum,URD
Tum mujhe bata dena when you reach home,mujhe,URD
Tum mujhe bata dena when you reach home,bata,URD
Tum mujhe bata dena when you reach home,dena,URD
Tum mujhe bata dena when you reach home,when,ENG
Tum mujhe bata dena when you reach home,you,ENG
Tum mujhe bata dena when you reach home,reach,URD
Tum mujhe bata dena when you reach home,home,URD
Bhai kal presentation hai and I'm still not ready,Bhai,URD
Bhai kal presentation hai and I'm still not ready,kal,URD
Bhai kal presentation hai and I'm still not ready,presentation,ENG
Bhai kal presentation hai and I'm still not ready,hai,URD
Bhai kal presentation hai and I'm still not ready,and,ENG
Bhai kal presentation hai and I'm still not ready,I'm,ENG
Bhai kal presentation hai and I'm still not ready,still,ENG
Bhai kal presentation hai and I'm still not ready,not,ENG
Bhai kal presentation hai and I'm still not ready,ready,ENG
"Maine sara data collect kar liya, now I just need to organize it",Maine,URD
"Maine sara data collect kar liya, now I just need to organize it",sara,URD
"Maine sara data collect kar liya, now I just need to organize it",data,ENG
"Maine sara data collect kar liya, now I just need to organize it",collect,URD
"Maine sara data collect kar liya, now I just need to organize it",kar,URD
"Maine sara data collect kar liya, now I just need to organize it","liya,",URD
"Maine sara data collect kar liya, now I just need to organize it",now,ENG
"Maine sara data collect kar liya, now I just need to organize it",I,ENG
"Maine sara data collect kar liya, now I just need to organize it",just,ENG
"Maine sara data collect kar liya, now I just need to organize it",need,ENG
"Maine sara data collect kar liya, now I just need to organize it",to,ENG
"Maine sara data collect kar liya, now I just need to organize it",organize,URD
"Maine sara data collect kar liya, now I just need to organize it",it,ENG
Yaar ye task expected se zyada difficult nikla,Yaar,URD
Yaar ye task expected se zyada difficult nikla,ye,URD
Yaar ye task expected se zyada difficult nikla,task,ENG
Yaar ye task expected se zyada difficult nikla,expected,URD
Yaar ye task expected se zyada difficult nikla,se,URD
Yaar ye task expected se zyada difficult nikla,zyada,URD
Yaar ye task expected se zyada difficult nikla,difficult,ENG
Yaar ye task expected se zyada difficult nikla,nikla,URD
"Mujhe thoda time do, I'll figure it out",Mujhe,URD
"Mujhe thoda time do, I'll figure it out",thoda,URD
"Mujhe thoda time do, I'll figure it out",time,ENG
"Mujhe thoda time do, I'll figure it out","do,",ENG
"Mujhe thoda time do, I'll figure it out",I'll,ENG
"Mujhe thoda time do, I'll figure it out",figure,URD
"Mujhe thoda time do, I'll figure it out",it,ENG
"Mujhe thoda time do, I'll figure it out",out,URD
Bhai seriously aaj mujhe bas sona hai,Bhai,URD
Bhai seriously aaj mujhe bas sona hai,seriously,ENG
Bhai seriously aaj mujhe bas sona hai,aaj,URD
Bhai seriously aaj mujhe bas sona hai,mujhe,URD
Bhai seriously aaj mujhe bas sona hai,bas,URD
Bhai seriously aaj mujhe bas sona hai,sona,URD
Bhai seriously aaj mujhe bas sona hai,hai,URD
"Kal subah milte hain, we can talk about everything then",Kal,URD
"Kal subah milte hain, we can talk about everything then",subah,URD
"Kal subah milte hain, we can talk about everything then",milte,URD
"Kal subah milte hain, we can talk about everything then","hain,",URD
"Kal subah milte hain, we can talk about everything then",we,ENG
"Kal subah milte hain, we can talk about everything then",can,ENG
"Kal subah milte hain, we can talk about everything then",talk,ENG
"Kal subah milte hain, we can talk about everything then",about,ENG
"Kal subah milte hain, we can talk about everything then",everything,ENG
"Kal subah milte hain, we can talk about everything then",then,ENG
